NOMBRE ,TIPO,ENTRE CALLES ,COLONIA,LATITUD,LONGITUD
COMPLEJO MULTIDEPORTIVO DE PUEBLA 2,AREA VERDE,29 SUR Y 131 PONIENTE,SANTA CLARA,18.988804,-98.270643
XILOTZINGO 2,PARQUE DEPORTIVO,"AND. DE LA HIGUERA, ENTRE CDA. DEL ROSAL Y CALLE DE LA CAMELIA",SAN JOSE XILOTZINGO INFONAVIT,18.99087,-98.197252
XILOTZINGO 5,JARDIN VECINAL,"AND. DEL FRESNO ENTRE FRESNO, ENTRE AV. DEL JARDIN Y AV. DEL HUERTO",SAN JOSE XILOTZINGO INFONAVIT,18.98954,-98.198852
BELISARIO DOMINGUEZ 1,JARDIN,17 PONIENTE ENTRE 39 Y 41 SUR,BELISARIO DOMINGUEZ,19.053381,-98.231201
SAN JOSE LOS PINOS,PARQUE,"AZTECAS, ENTRE TOLTECAS Y OLMECAS",SAN JOSE LOS PINOS,19.002574,-98.237703
POPULAR COATEPEC 2,PARQUE DEPORTIVO,"105 PONIENTE, ENTRE PROL. 11 SUR Y AV. NACIONAL",POPULAR COATEPEC,18.997166,-98.240865
LAS HADAS 1,JARDIN,ENTRE AVENIDA 15 DE MAYO Y PRIVADA 29 B NORTE,LAS HADAS,19.062543,-98.21375
PARQUE HABANA,PARQUE,ENTRE CALLE HABANA Y PANAMA,AMERICA NORTE,19.044331,-98.168376
CUEXCOMATE,PARQUE,ENTRE AVENIDA AYUNTMIENTO Y 2 ORIENTE,LA LIBERTAD,19.070673,-98.235053
ROMULO O'FARRIL,PARQUE,BOULEVARD ROSENDO MARQUEZ ENTRE CALLE PEROTE Y PRIVADA 15 PONIENTE,BELISARIO DOMINGUEZ,19.054674,-98.232439
CRI CRI,PARQUE,"35 ORIENTE, ENTRE PRIV. 20 B SUR Y 24 SUR",EL MIRADOR,19.023929,-98.191986
MIRADOR (LOS ELEFANTES),PARQUE,"BLVD. 33 Y 35 ORIENTE, ENTRE  PRIV. 18 B SUR Y 20 SUR",EL MIRADOR,19.024643,-98.193348
MARAVILLAS 2,PARQUE,ENTRE SIERRA NEBRASCA Y PRIVADA SIERRA MACKINLEY,MARAVILLAS,19.071458,-98.167963
PARQUE DE SANTIAGO,PARQUE DEPORTIVO,15 SUR ENTRE 19 Y 17 PONIENTE,BARRIO DE SANTIAGO,19.043046,-98.212232
PLAZA DEL SECRETARIO,PLAZA,38 SUR Y 40 SUR,LA MARGARITA II INFONAVIT,19.011054,-98.184991
PLAZA DEL SOL,PLAZA,"CALLE E, ENTRE ANDADOR DE LA SOMBRA  Y  DEL SOL",LA MARGARITA II INFONAVIT,19.010334,-98.182965
PLAZA DE LOS PEDREROS,PLAZA,51 ORIENTE Y DE LOS PINOS,LA MARGARITA II INFONAVIT,19.010988,-98.184435
DE LA PERITA,PLAZUELA,AVENIDA FIDEL VELAZQUEZ  ENTRE 38 Y 51 SUR,LA MARGARITA,19.010096,-98.185952
PLAZA DE LA ESPAÑITA,PLAZUELA,ENTRE 42 SUR Y FIDEL VELAZQUEZ,LA MARGARITA,19.010027,-98.183866
LAS HADAS 4,JARDIN VECINAL,AVENIDA 15 DE MAYO ENTRE CANADA E IRAK,LAS HADAS,19.062217,-98.212914
CARRIL DEL GATO,PLAZA,CERRADA 42 SUR Y AV. FIDEL VELAZQUEZ,LA MARGARITA II INFONAVIT,19.009944,-98.183113
ANDADOR DE LAS SOMBRAS,ANDADOR,"CALLE B, ENTRE CALLE A Y E",LA MARGARITA II INFONAVIT,19.010019,-98.182246
U. H. LA MARGARITA 4 (LOS TOBOGANES),AREA VERDE,"AV. 32 SUR Y 34 SUR, ENTRE 57 ORIENTE Y 63 ORIENTE",LA MARGARITAINFONAVIT,19.006255,-98.190472
VILLA FRONTERA 4,PARQUE,ANDADOR DE LA 102 PONIENTE ENTRE 5 Y 9 NORTE,VILLA FRONTERA,19.084305,-98.181678
PLAZA DEL CEDRO,PLAZUELA,38 SUR ENTRE FIDEL VELAZQUEZ Y HOMBRES ILUSTRES,LA MARGARITA,19.011594,-98.185647
U. H. LA MARGARITA 2,PARQUE DEPORTIVO,AVENIDA 67 ORIENTE Y 40 A SUR,LA MARGARITA INFONAVIT,19.000829,-98.188726
GALAXIA LA CALERA  AV. GALAXIA SUR,AREA VERDE,PASEO DE LAS GALAXIA Y PERIFERICO,GALAXIA LA CALERA,18.997443,-98.152349
LOMAS 5 DE MAYO,PARQUE,CALLE MANUEL SANTIBAÑEZ ENTRE AVENIDA PORFIRIO DIAZ Y  CALLE EJERCITO DE ORIENTE,LOMAS 5 DE MAYO,19.054999,-98.177983
MEDALLA MILAGROSA,JARDIN VECINAL,25 ORIENTE ENTRE VICENTE SUAREZ Y MIGUEL NEGRETE,BELLA VISTA,19.030024,-98.192984
LA GUADALUPANA 2,AREA VERDE,NUESTRA SEÑORA DE GUADALUPE,LA GUADALUPANA,18.971069,-98.174257
JUEGOS INFANTILES,AREA VERDE,NUESTRA SEÑORA DE GUADALUPE,LA GUADALUPANA,18.971158,-98.17455
CANCER,AREA VERDE,CANCER Y LEO,GALAXIA LA CALERA,18.998056,-98.148713
EXPLANADA DE LA IGLESIA DEL REFUGIO,AREA VERDE,AVENIDA POPOCATEPETL,EL REFUGIO H VIVA 2000,18.961104,-98.246272
ARBOLEDAS DE GUADALUPE,PARQUE DEPORTIVO,ENTRE AVENIDA EJERCITOS DE ORIENTE Y JACARANDAS,ARBOLEDAS DE GUADALUPE,19.057846,-98.176493
JARDIN SANTUARIO,PARQUE,ENTRE CALLE 5 DE MAYO Y 48 ORIENTE,MOCTEZUMA,19.062902,-98.187568
LA GUADALUPANA 1,AREA VERDE,NUESTRA SEÑORA DEL ROSARIO Y AV. PRINCIPAL,LA GUADALUPANA,18.977747,-98.174682
PARAISO,PARQUE,"AV. DE LAS MARGARITAS Y  GALEANA, ENTRE CARLOS JOSE ARRUTI Y AV. NACIONAL",PARAISO,19.016519,-98.229037
PLAZUELA SAN MIGUEL CANOA,PARQUE,ADOLFO LOPEZ MATEOS ENTRE CONSTITUCION E INDEPENDENCIA,SAN MIGUEL CANOA,19.149878,-98.104038
PARQUE PUBLICO ECLIPSE,JARDIN VECINAL,"109 PONIENTE, ENTRE 115 SUR B SUR Y 115 A SUR",GALAXIA LA LAGUNA,18.997874,-98.246591
INDEPENDENCIA 1,PARQUE DEPORTIVO,CALLE PROLONGACION GUERRERO Y J DE LA C GUERRERO,INDEPENDENCIA FRACCIONAMIENTO,19.075956,-98.253045
IGNACIO ROMERO VARGAS 1,PARQUE CENTRAL,ANAHUAC Y PROGRESO ENTRE BENITO JUAREZ Y FRANCISCO I. MADERO,IGNACIO ROMERO VARGAS,19.080721,-98.244435
PLAZUELA DEL ARTISTA,PLAZA AJARDINADA,8 NORTE ENTRE 4 Y 6 ORIENTE,CENTRO HISTORICO,19.043878,-98.192635
VILLA FRONTERA 3,AREA VERDE,ENTRE PROLONGACION DE LA 5 NORTE Y 9 C NORTE,VILLA FRONTERA,19.083549,-98.182349
GALAXIA LA LAGUNA,PARQUE DEPORTIVO,"109 A PONIENTE, ENTRE 115 B SUR Y 5 DE FEBRERO",GALAXIA LA LAGUNA,18.998193,-98.247075
U. H. AGUA SANTA 3,PARQUE DEPORTIVO,"9 SUR D, ENTRE 119 PONIENTE Y 117 PONIENTE",AGUA SANTA INFONAVIT,18.987343,-98.244843
34 PONIENTE,AREA VERDE,"34 PONIENTE, ENTRE 35 NORTE Y 35 PONIENTE",UNIDAD AQUILES SERDAN,19.072209,-98.212779
CAMINO REAL PROL BACHILLERES,PARQUE DEPORTIVO,"LATERAL DEL PERIFERICO ECOLOGICO, 105 A ORIENTE Y PROL. 16 B SUR",LOS TENORES,18.978063,-98.213476
SAN JUAN BOSCO,AREA VERDE,"109 PONIENTE, ENTRE SANTA MARIA Y 5 DE FEBRERO",SAN JUAN BOSCO,18.998678,-98.247504
LAS HADAS 5,PARQUE VECINAL,CALLE ARGENTINA ENTRE PRIVADA JABALI Y PRIVADA CONEJO,LAS HADAS,19.061101,-98.212764
PARQUE CAMELIAS,PARQUE,"AV. DE LAS TORRES, ENTRE ROSAS Y CAMELIAS",LOMAS DE SAN VALENTIN,18.957978,-98.259599
SANTUARIO 1,PARQUE,ENTRE NIÑO ARTILLERO Y VICENTE GUERRERO,NACIONES UNIDAS,19.067704,-98.184729
PARQUE PRINCIPAL,PARQUE,"ALHELIES Y VIOLETAS, ENTRE JACINTOS Y 2DA. CERRADA",LA GIRALDA,18.967187,-98.256371
SAN JUAN BOSCO,PARQUE,CALLE TROPICAL ENTRE PRIVADA TROPICAL Y RIO ATOYAC,ALBERTO DE LA FUENTE,19.087185,-98.240674
VILLAS CRISTO REY,PARQUE,PRIVADA CITLALTEPETL ENTRE CITLALTEPETL Y ESPALDAS DE CRISTO REY,IGNACIO ROMERO VARGAS,19.080422,-98.250363
SANTA CATARINA,PARQUE,OLMOS ENTRE JACARANDAS Y SAUCES,SANTA CATARINA,18.97387,-98.162687
SANTA CATARINA,PARQUE,PEDREGAL ENTRE AVELLANAS Y DURAZNO,SANTA CATARINA,18.977092,-98.163221
LAS HADAS 3,PARQUE DEPORTIVO,AVENIDA 26 PONIENTE ENTRE CALLES FRANCIA Y REPUBLICA DE ARGENTINA,LAS HADAS,19.065844,-98.20899
SAN ALFONSO,PARQUE,ENTRE CALLE NUBE Y AVENIDA MIGUEL DE LA MADRID HURTADO,SAN ALFONSO,18.966173,-98.235654
LAS HADAS 2,PARQUE DEPORTIVO,AVENIDA 15 DE MAYO ENTRE PRIVADA BULGARIA Y ARGENTINA,LAS HADAS,19.063577,-98.210589
CLAVIJERO,PARQUE,RODRIGUEZ DE ALCONEDO ENTRE LUIS CABRERA Y FERNANDO  MONTES DE OCA,FRANCISCO JAVIER CLAVIJERO,19.027414,-98.137378
PASEOS DE CASTILLOTLA 2,AREA VERDE,CAMINO REAL A CASTILLOTLA Y 19 SUR,PASEOS DE CASTILLOTLA,18.982346,-98.264797
ARNULFO RUIZ,PARQUE,ENTRE AVENIDA 15 DE MAYO Y PESTALOZZI,MAESTRO FEDERAL,19.060958,-98.209519
DEPARTAMENTO DE MAQUINARIA,AREA VERDE,"NUESTRA SEÑORA DE LA SOLEDAD, PERIFERICO Y NUESTRA SEÑORA DE LA LUZ",LA GUADALUPANA,18.977486,-98.172513
"PARQUE INFANTIL ""PROFR. ARNULFO PEREZ RUIZ""",PARQUE,DIAGONAL DEFENSORES DE LA REPUBLICA ENTRE JUSTO SIERRRA Y JOSE MARIA LA FRAGUA,MAESTRO FEDERAL,19.059936,-98.207444
PARQUE CATARINAS,PARQUE,PEDREGAL ENTRE AVELLANAS Y NARANJOS,SANTA CATARINA,18.976651,-98.163295
PARQUE SAN ISIDRO CASTILLOTLA,PARQUE,"139 PONIENTE, ENTRE 27 A SUR Y 27 B SUR",SAN ISIDRO CASTILLOTLA,18.984956,-98.269417
SANTA CATARINA,AREA VERDE,PEDREGAL ENTRE NARANJOS Y DURAZNOS,SANTA CATARINA,18.976746,-98.162858
SAN JORGE, ,PLAZA B Y 111 PONIENTE,SAN JORGE,18.983281,-98.215796
18 DE MARZO,CANCHA,PRIVADA PEMEX ENTRE CAMINO REAL A SANTO TOMAS CHIAUTLA,18 DE MARZO,18.970391,-98.161039
VALLE DE TOLUCA 2,AREA VERDE,PROF. RAMON MARTINEZ MARTIN  Y SECCION 8 CHIHUAHUA,S.N.T.E.,18.964661,-98.237288
NACIONES UNIDAS 2,PARQUE,ENTRE EXBARRANCA XALTONAC Y VALLADOLID,NACIONES UNIDAS,19.072193,-98.180094
LA ROSA SENDERO C 8,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.05715,-98.172709
PARQUE LA FLOR,DEPORTIVO,"AV. VICENTE GUERRERO, ENTRE  JAZMIN Y DE LOS TULIPANES",LA FLOR INFONAVIT,19.019192,-98.183482
PARQUE DE OLMOS,PARQUE,"CAOBA, ENTRE OLMO Y 139 A PONIENTE",HACIENDA DEL SUR,18.971425,-98.255476
EL PINAL,AREA VERDE,"ENTRE CALLE ALBERT EINSTEIN, 100 Y 102 PONIENTE",EL PINAL,19.079298,-98.169685
SAN JORGE,AREA VERDE,"C. 111 C ORIENTE, ENTRE PLAZA D M 9 Y PLAZA A M 9",SAN JORGE,18.983059,-98.216743
PUENTE DE OVANDO,JARDIN,BOULEVARD HEROES DEL 5 DE MAYO Y 3 ORIENTE,BARRIO DE ANALCO,19.040453,-98.193341
SAN JORGE,PLAZA,"PLAZA CM9, ENTRE 111 D ORIENTE Y 111 C ORIENTE",SAN JORGE,18.982862,-98.216072
HISTORIADORES,PARQUE,C. ANTONIO ARRELANO,HISTORIADORES,19.029332,-98.138808
SAN CRISTOBAL,AREA VERDE,DEL JARDIN Y 3 SUR,SAN CRISTOBAL,18.949388,-98.237273
MARAVILLAS 3,PARQUE,ENTRE PRIVADA SIERRA TARAHUMARA Y PROLONGACION TECNOLOGICO,MARAVILLAS,19.072723,-98.169492
PARQUE PINO,PARQUE,CALLE PINO E IRIS,HACIENDA DEL SUR II,18.969457,-98.25622
DEL REFUGIO,JARDIN VECINAL,"CDA. DEL REFUGIO SUR, ENTRE CERRADA DEL REFUGIO ""B"" Y DEL REFUGIO",EL REFUGIO,18.968391,-98.242086
HACIENDA DE LAS FUENTES 2, ,CALLE ESTATUAS ENTRE PIEDRAS Y ABANICOS,HACIENDA DE LAS FUENTES 2,18.962886,-98.252692
PLAN DE AYALA 1,AREA VERDE,"MIGUEL HIDALGO, ENTRE AV. NACIONAL Y TIERRA Y LIBERTAD",NUEVO PLAN DE AYALA,18.96243,-98.27339
RESIDENCIAL PUEBLA 2,PARQUE DEPORTIVO,"37 ORIENTE Y PRIV. 35 ORIENTE, ENTRE 16 SUR Y AV. 18 SUR",RESIDENCIAL PUEBLA,19.024493,-98.195745
PARQUE MORATILLA,JARDIN,ENTRE ESTEBAN DE ANTUÑANO Y DOROTEO JUAREZ,PARAISO DEL ANGEL,19.095645,-98.230506
INDEPENDENCIA 2,PARQUE,CALLE PUEBLA CON INDEPENDENCIA (POR FORJADORES),INDEPENDENCIA FRACCIONAMIENTO,19.072351,-98.251455
POPULAR CASTILLOTLA 8,PARQUE DEPORTIVO,"PUEBLA Y MEXICO, ENTRE  NUEVO LEON Y NAYARIT",POPULAR CASTILLOTLA,18.996134,-98.234142
SAN RAMON 1,AREA VERDE,AV. SAN RAMON ENTRE BEGONIAS Y ORQUIDEAS,SAN RAMON INFONAVIT,18.96807,-98.263712
NACIONES UNIDAS 1,PARQUE,ENTRE CALLE AYUNTAMIENTO Y 82 ORIENTE,NACIONES UNIDAS,19.073151,-98.178936
MARAVILLAS 1,JARDIN,ENTRE CORDILLERA BALCANES Y SIERRA LEONA,MARAVILLAS,19.071615,-98.164286
CHIKITOLANDIA,DEPORTIVO,PRIMER ANDADOR 7 NORTE Y 88 PONIENTE,SAN PEDRO INFONAVIT,19.081336,-98.185579
VICENTE BUDID,PARQUE,MONTE LIBANO,U.H. VICENTE BUDID,19.066533,-98.173901
FRAMBOYANES,PARQUE,CALLE FRAMBOYANES ESQUINA CON JAZMIN,SAN RAMON INFONAVIT,18.968182,-98.262823
SAN RAMON 3,PARQUE,TERCER ANDADOR DE LOS ROSALES ENTRE ROSALES Y FRAMBOYANES,SAN RAMON,18.969264,-98.26285
GENERAL LAZARO CARDENAS DEL RIO,JARDIN VECINAL,AVENIDA 26 PONIENTE ENTRE 15 NORTE Y PRIVADA 13 NORTE,SANTA ANITA,19.060284,-98.202858
EL REFUGIO,PARQUE,ENTRE AVENIDA 26 PONIENTE Y 5 NORTE,EL REFUGIO,19.056759,-98.195488
JOSE MARIA MORELOS,PARQUE,ENTRE BOULEVARD ATLIXCO Y AVENIDA CITLALTEPETL,LA PAZ,19.05154,-98.224041
PARQUE CADETE VICENTE SUAREZ,PLAZA AJARDINADA,25 PONIENTE ENTRE 31 SUR Y PRIVADA 29 SUR,SANTA CRUZ LOS ANGELES,19.046088,-98.226645
SANTA ANITA 1,JARDIN,AVENIDA 13 NORTE ENTRE 26 Y 28 PONIENTE,SANTA ANITA,19.059843,-98.201265
HACIENDA EL COBRE,PARQUE,ENTRE ZINC Y 8 SUR,HACIENDA EL COBRE,18.975262,-98.227832
FLORES DEL PEDREGAL,PARQUE,MARGARITAS ENTRE VIOLETAS Y ORQUIDEAS,FLORES DEL PEDREGAL,18.948773,-98.24107
U. H. DAMISAL 15,AREA VERDE,105 PONIENTE Y 5 SUR,DAMISAL,18.994074,-98.232864
LOS REMEDIOS,PARQUE DEPORTIVO,ENTRE 10 ORIENTE Y 20 NORTE,BARRIO DE LOS REMEDIOS,19.041667,-98.184435
HIDALGO,PARQUE,2 NORTE ENTRE 40 Y 42 ORIENTE,HIDALGO,19.059679,-98.187612
U. H. DAMISAL 15,AREA VERDE,105 PONIENTE Y 5 SUR,DAMISAL,18.99379,-98.23251
DEMOCRACIA,PLAZA,AVENIDA 5 DE FEBRERO ENTRE HIDALGO SUR E INDEPENDENCIA,SAN FELIPE HUEYOTLIPAN,19.086237,-98.211628
POLIDEPORTIVO XONACA (CENTRO POLIDEPORTIVO MORELOS),AREA RECREATIVA,ENTRE 46 NORTE Y BOULEVARD XONACA,DIEZ DE MAYO,19.049068,-98.16508
PARQUE LINEAL,PARQUE,BLVD. BICENTENARIO Y BLVD DEL NIÑO POBLANO,DESARROLLO ATLIXCAYOTL,19.033777,-98.231854
CAMINO REAL 1,PARQUE DEPORTIVO,"MESON Y MONTECILLOS, ENTRE  Y AV. CAMINO REAL Y LA TROJE",CAMINO REAL,18.999391,-98.193253
EVEREST,PARQUE DEPORTIVO,"SIERRA DEL OESTE, ENTRE SIERRA DEL NORTE Y SIERRA DEL SUR",EVEREST II,19.019128,-98.224611
JESUS GONZALES ARRATIA,PARQUE DEPORTIVO,"CORONEL JESUS GONZALES,  ENTRE CALLE C Y CALLE B",SAN IGNACIO CONJUNTO,19.018517,-98.181354
LOS HEROES 9,ANDADOR,"16 SUR Y 18 SUR, ENTRE 115 A ORIENTE Y 115 B ORIENTE",LOS HEROES DE PUEBLA 2DA SECCION FRACCIONAMIENTO,18.969259,-98.215303
FRACCIONAMIENTO RESIDENCIAL BULEVAR AREA 2,JARDIN,"BLVD. VALSEQUILLO, ENTRE 5 SUR Y 3 B SUR",RESIDENCIAL BOULEVARES,19.025424,-98.213665
HACIENDA DE LA HERRADURA 1,JARDIN,HACIENDA DE AMALUCAN Y AV. DE LAHERRADURA,LA HACIENDA,19.006764,-98.191525
CHIGNAHUAPAN,CAMELLON,ENTRE 53 SUR Y CALLE JALPAN,BELISARIO DOMINGUEZ,19.059605,-98.234417
CHIGNAHUAPAN,CAMELLON,ENTRE CALLES ALJOJUCA Y TEPEYAHUALCO,LA PAZ,19.058703,-98.232254
INCA (POLONIA),CAMELLON,ENTRE AVENIDA 10 PONIENTE Y DIAGONAL 14 PONIENTE,LA PROVIDENCIA,19.059195,-98.215026
FRANCISCO VILLA BLVD.,CAMELLON,ENTRE BOULEVARD ESTEBAN DE ANTUÑANO Y BOULEVARD HERMANOS SERDAN,MESON DEL ANGEL,19.091545,-98.231964
CAZADORES DE MORELIA AV.,CAMELLON,ENTRE CALLE GENERAL MIGUEL AUZA Y UNIDAD CIVICA 5 DE MAYO,CENTRO HISTORICO,19.058479,-98.181878
EJERCITOS DE ORIENTE AV.,CAMELLON,ENTRE CALLE GUAYACAN Y CALLE FRESNO,ARBOLEDAS DE GUADALUPE,19.057331,-98.178119
EJERCITOS DE ORIENTE AV.,CAMELLON,ENTRE CALLE FRESNO Y CEDRO,ARBOLEDAS DE GUADALUPE,19.057564,-98.177749
EJERCITOS DE ORIENTE AV.,CAMELLON,ENTRE CALLE CEDRO Y AVENIDA JACARANDA,ARBOLEDAS DE GUADALUPE,19.057793,-98.177381
EJERCITOS DE ORIENTE AV.,ROTONDA,ENTRE AVENIDA JACARANDA Y EUCALIPTO,ARBOLEDAS DE GUADALUPE,19.058007,-98.177172
EJERCITOS DE ORIENTE AV.,ROTONDA,ENTRE AVENIDA JACARANDA Y EUCALIPTO,ARBOLEDAS DE GUADALUPE,19.05793,-98.177116
EJERCITOS DE ORIENTE AV.,ROTONDA,ENTRE AVENIDA JACARANDA Y EUCALIPTO,ARBOLEDAS DE GUADALUPE,19.057861,-98.177063
EJERCITOS DE ORIENTE AV.,CAMELLON,ENTRE AVENIDA JACARANDA Y TAMARINDO,ARBOLEDAS DE GUADALUPE,19.058162,-98.176732
EJERCITOS DE ORIENTE AV.,CAMELLON,ENTRE CALLE TAMARINDO Y AVENIDA EJERCITOS DE ORIENTE,ARBOLEDAS DE GUADALUPE,19.058483,-98.176284
PASEO DE LAS VILLAS AV.,CAMELLON,ENTRE AVENIDA DEL PARQUE Y 56 NORTE,VILLA VERDE,19.057955,-98.162937
PASEO DE LAS VILLAS AV.,CAMELLON,ENTRE AVENIDA 54 Y 56 NORTE,VILLA VERDE,19.057373,-98.164026
MONTERREY BLVD.,CAMELLON,ENTRE 10 A Y BOULEVARD XONACATEPEC,BOSQUES DE SAN SEBASTIAN,19.058117,-98.134031
ATEMPAN BLVD.,CAMELLON,ENTRE 2 A Y 4 A,GALAXIA BOSQUES AMALUCAN,19.055401,-98.135032
ATEMPAN BLVD.,CAMELLON,ENTRE 4 A Y 6 A,GALAXIA BOSQUES AMALUCAN,19.055198,-98.134163
ATEMPAN BLVD.,CAMELLON,ENTRE 6 A Y 8 A,GALAXIA BOSQUES AMALUCAN,19.055048,-98.133261
ATEMPAN BLVD.,CAMELLON,ENTRE 8 A Y 10 A,GALAXIA BOSQUES AMALUCAN,19.054939,-98.132352
ATEMPAN BLVD.,CAMELLON,ENTRE 10 A Y 12 A,GALAXIA BOSQUES AMALUCAN,19.054833,-98.131432
ATEMPAN BLVD.,CAMELLON,ENTRE 12 A Y 14 A,GALAXIA BOSQUES AMALUCAN,19.054728,-98.130554
ATEMPAN BLVD.,CAMELLON,ENTRE 14 A Y 16 A,GALAXIA BOSQUES AMALUCAN,19.054618,-98.129657
ATEMPAN BLVD.,CAMELLON,ENTRE 16 A Y APULCO,GALAXIA BOSQUES AMALUCAN,19.054486,-98.128521
APULCO,CAMELLON,ENTRE CALLE 16 B E IXTEPEC,GALAXIA BOSQUES AMALUCAN,19.052251,-98.128823
3 ORIENTE,CAMELLON,ENTRE BOULEVARD 5 DE MAYO Y 12 SUR,BARRIO DE ANALCO,19.040161,-98.19244
3 ORIENTE,CAMELLON,ENTRE 12 SUR Y 14 SUR,BARRIO DE ANALCO,19.039786,-98.191546
PERLA BLVD. DE LA,CAMELLON,ENTRE RUA DE ZAFIRO Y RUA DE RUBI,LA JOYA,19.017776,-98.178904
PERLA BLVD. DE LA,CAMELLON,ENTRE RUA DE RUBI Y RUA DE JADE,LA JOYA,19.018257,-98.178635
ALEJANDRIA AV.,CAMELLON,ENTRE CALLE PALATINO Y C 24 SUR,LOS PILARES,19.017947,-98.193272
ALEJANDRIA AV.,CAMELLON,ENTRE CALLE 24 SUR Y PRIV SECCION A,ALSESECA,19.01764,-98.192117
ALEJANDRIA AV.,CAMELLON,ENTRE CALLE 24 SUR Y GUADALUPE ORIENTE,ALSESECA,19.017253,-98.190406
LOS PILARES BLVD.,CAMELLON,ENTRE CALLE 22 SUR Y CALLE ACROPOLIS,VILLA CARMEL,19.017369,-98.195052
LOS PILARES BLVD.,CAMELLON,ENTRE CALLE ACROPOLIS Y CALLE PALATINO,LOS PILARES,19.017072,-98.194535
LOS PILARES BLVD.,CAMELLON,ENTRE CALLE PALATINO Y C PARTENON,LOS PILARES,19.016598,-98.193725
LOS PILARES BLVD.,CAMELLON,ENTRE CALLE PARTENON Y 24 SUR,LOS PILARES,19.016121,-98.19291
LOS PILARES BLVD.,CAMELLON,BOULEVARD LOS PILARES Y CALLE 24 SUR,DE GUADALUPE,19.015937,-98.192422
PROL. NEZAHUALCOYOTL,CAMELLON,ENTRE MUNICIPIO LIBRE Y PROL NETZAHUALCOYOTL,LA MARGARITA INFONAVIT,18.996368,-98.188331
PROL. NEZAHUALCOYOTL,ROTONDA,AVENIDA NEZAHUALCOYOTL Y SAN SEBASTIAN DE APARICIO B,LA MARGARITA INFONAVIT,18.995196,-98.187484
PROL. NEZAHUALCOYOTL,ISLETA,AVENIDA NEZAHUALCOYOTL Y SAN SEBASTIAN DE APARICIO B,LA MARGARITA INFONAVIT,18.995251,-98.187344
FRESNOS AVENIDA DE LOS,CAMELLON,ENTRE AV. JOSE MA LA FRAGUA Y SANTO TOMAS DE AQUINO,TRES CRUCES,18.992237,-98.195304
FRESNOS AVENIDA DE LOS,CAMELLON,ENTRE SANTO TOMAS DE AQUINO Y SAN VICENTE DE PAUL,TRES CRUCES,18.992193,-98.194705
FRESNOS AVENIDA DE LOS,CAMELLON,ENTRE SAN VICENTE DE PAUL Y FRAY BARTOLOME DE LAS CASAS,TRES CRUCES,18.992153,-98.19413
FRESNOS AVENIDA DE LOS,CAMELLON,ENTRE FRAY BARTOLOME DE LAS CASAS Y FRAY BARTOLOME DE OLMEDO,TRES CRUCES,18.992112,-98.193544
FRESNOS AVENIDA DE LOS,CAMELLON,ENTRE FRAY BARTOLOME DE OLMEDO Y SOR JUANA INES DE LA CRUZ,TRES CRUCES,18.992074,-98.19301
FRESNOS AVENIDA DE LOS,CAMELLON,ENTRE SOR JUANA INES DE LA CRUZ Y SOR JUANA INES DE LA CRUZ,TRES CRUCES,18.992037,-98.192497
NUESTRA SEÑORA DEL CARMEN AV.,CAMELLON,AV. LIBERTAD Y AVENIDAD NUESTRA SEÑORA DE GUADALUPE,LA GUADALUPANA,18.974822,-98.168558
NUESTRA SEÑORA DE GUADALUPE AV.,CAMELLON,ENTRE NUESTRA SEÑORA DE LA LUZ Y NUESTRA SEÑORA DE LA SOLEDAD,LA GUADALUPANA,18.97532,-98.171867
NUESTRA SEÑORA DE GUADALUPE AV.,ISLETA,NUESTRA SEÑORA DE LA LUZ,LA GUADALUPANA,18.974807,-98.172514
NUESTRA SEÑORA DE GUADALUPE AV.,ROTONDA,NUESTRA SEÑORA DE LA LUZ,LA GUADALUPANA,18.974458,-98.1724
LIBERTAD AV.,CAMELLON,ENTRE CAMINO AL BATAN Y CARLOS CAMACHO ESPIRITU,SANTO TOMAS CHAUTLA,18.969698,-98.166583
LIBERTAD AV.,CAMELLON,ENTRE CAMINO AL BATAN Y CARLOS CAMACHO ESPIRITU,SAN FRANCISCO TOTIMEHUACAN,18.967903,-98.166962
LIBERTAD AV.,CAMELLON,ENTRE CAMINO AL BATAN Y CARLOS CAMACHO ESPIRITU,SANTO TOMAS CHAUTLA,18.966923,-98.167278
LIBERTAD AV.,CAMELLON,ENTRE CAMINO AL BATAN Y CARLOS CAMACHO ESPIRITU,SANTO TOMAS CHAUTLA,18.966146,-98.167346
LIBERTAD AV.,CAMELLON,ENTRE CAMINO AL BATAN Y CARLOS CAMACHO ESPIRITU,SAN FRANCISCO TOTIMEHUACAN,18.963637,-98.16776
LIBERTAD AV.,CAMELLON,ENTRE CAMINO AL BATAN Y CARLOS CAMACHO ESPIRITU,SAN FRANCISCO TOTIMEHUACAN,18.960993,-98.168612
99 ORIENTE AV.,CAMELLON,ENTRE CALLES 5 Y 3 SUR,ARBOLEDAS DE LOMA BELLA,18.996145,-98.22782
99 ORIENTE AV.,CAMELLON,ENTRE CALLE 3 SUR Y 16 DE SEPTIEMBRE A,ARBOLEDAS DE LOMA BELLA,18.995576,-98.226867
99 ORIENTE AV.,CAMELLON,ENTRE AV PONIENTE DE LA 16 DE SEP Y 16 DE SEPTIEMBRE,ARBOLEDAS DE LOMA BELLA,18.99515,-98.226153
